#	src	l(deg)	          b(deg)	 MS  SPONGE	HI	CO	OH	"TauSig(OH)"	"Low N(HI)(<1e20)"	"Low N(HI)(<3e20)"
==================================================================================================================================
66	3C225a	219.8662	44.0249	1	1	1	0	0	0.00976312	0	0
67	4C07.32	322.2286	68.835	1	0	1	-1	0	0.00306994	0	0
68	3C245	233.1247	56.3009	1	0	1	0	0	0.00113624	0	0
69	3C93.1	160.0361	-15.9147	1	0	1	-1	0	0.00921035	0	0
70	3C348	22.971	29.1769	1	0	1	0	0	0.00165106	0	0
71	4C13.67	43.4971	9.154	1	0	1	1	1	0.0137032	0	0
72	3C286	56.5241	80.6747	1	1	1	-1	0	0.000713391	0	1
73	4C13.65	39.3151	17.718	1	0	1	0	0	0.0020015	0	0
74	3C190.0	207.6242	21.8412	1	0	1	-1	0	0.00175741	0	0
75	P0320+05	176.9818	-40.8433	1	0	1	-1	0	0.00612048	0	0
76	3C274.1	269.8744	83.1637	1	0	1	0	0	0.00131332	0	0
77	3C207	212.968	30.139	1	0	1	1	1	0.000493333	0	0
78	T0629+10	201.5315	0.5079	1	0	1	1	1	0.00102542	0	0
79	3C223	188.4047	48.659	1	0	1	-1	-1	-1	0	1
80	4C12.50	347.223	70.1718	0	1	1	-1	-1	-1	0	1
81	4C04.51	7.2923	47.747	0	1	1	-1	-1	-1	0	0
82	4C33.48	66.3887	8.3713	0	1	1	-1	-1	-1	0	0
83	3C111	161.6756	-8.8197	0	1	1	-1	-1	-1	0	0
84	J2232	77.4379	-38.5824	0	1	1	-1	-1	-1	0	0
85	3C298	352.1602	60.6666	0	1	1	-1	0	0.00106882	0	1
86	B2050	78.8581	-5.1238	0	1	1	-1	-1	-1	0	0
87	PKS0531	186.7617	-7.1076	0	1	1	-1	-1	-1	0	0
88	4C16.09	166.6357	-33.5959	0	1	1	-1	-1	-1	0	0
89	3C48	133.9626	-28.7194	0	1	1	-1	-1	-1	0	0
90	3C327.1	12.1821	37.0047	0	1	1	-1	-1	-1	0	0
91	3C147	161.6864	10.2984	0	1	1	-1	-1	-1	0	0
92	3C459	83.0397	-51.285	0	1	1	-1	-1	-1	0	0
93	3C345	63.455	40.9489	0	1	1	-1	-1	-1	0	1

